Year,Intervention,InterventionNum,Month,Season,SeasonNum,AvgTDHK,AvgTCTG,AvgTSYL,AvgTMym,AvgTRaj,AvgTRang,AvgTBar,AvgTKhul,AvgT,Rainfall,RabiesCase,ARV,MDV,RabiesCasePlus1
2018,After,2,11,Winter,3,22.88666667,23.32833333,21.45566667,22.18733333,22.871,22.51333333,23.56233333,23.22566667,22.75379167,21.62,5,23994,37777,6
2018,After,2,12,Winter,3,18.94612903,19.4416129,18.3783871,18.82129032,18.18612903,18.5183871,19.10032258,18.43741935,18.72870968,31.25,7,22224,0,8
2019,After,2,1,Winter,3,18.98225806,19.06548387,17.86645161,18.77548387,18.10419355,18.39483871,18.8383871,18.76032258,18.59842742,0,7,21272,56111,8
2019,After,2,2,Winter,3,21.88607143,21.58785714,19.51,21.44285714,21.73357143,21.26892857,22.15142857,23.15107143,21.59147321,86.8,6,18848,111055,7
2019,After,2,3,Pre-monsoon,1,25.60677419,24.9,23.07129032,25.26387097,26.45451613,25.71290323,25.1383871,25.90258065,25.25629032,39.26,4,21910,95083,5
2019,After,2,4,Pre-monsoon,1,29.443,28.172,26.633,29.06233333,31.36533333,29.726,28.56366667,30.66366667,29.203625,130.48,4,20717,61616,5
2019,After,2,5,Pre-monsoon,1,29.92225806,29.16064516,27.95064516,29.30483871,32.18709677,30.14032258,29.41322581,31.10322581,29.89778226,437.19,2,19120,89544,3
2019,After,2,6,Monsoon,2,28.94466667,28.76666667,28.40933333,28.96633333,30.13566667,29.77733333,28.98433333,29.40166667,29.17325,495.49,2,16430,65412,3
2019,After,2,7,Monsoon,2,28.52354839,28.20129032,28.05806452,28.55419355,29.05193548,28.91741935,28.35580645,28.67193548,28.54177419,747.84,4,18060,77381,5
2019,After,2,8,Monsoon,2,28.57225806,28.19483871,28.74322581,28.78580645,28.98483871,29.35258065,28.42451613,28.39967742,28.68221774,369.16,10,16506,19659,11
2019,After,2,9,Monsoon,2,28.03066667,28.16333333,27.77866667,27.94833333,27.92033333,28.00666667,28.25766667,27.81033333,27.9895,316.4,9,18735,7118,10
2019,After,2,10,Monsoon,2,25.92935484,27.08483871,25.68354839,25.73387097,25.4983871,25.31064516,26.72193548,26.02387097,25.99830645,298.76,4,23568,0,5
2019,After,2,11,Winter,3,23.46833333,24.38433333,22.69633333,23.13066667,22.17966667,22.43266667,24.06233333,22.93,23.16054167,69.05,5,26725,42229,6
2019,After,2,12,Winter,3,17.85129032,19.45032258,17.77967742,17.60806452,16.23774194,16.54548387,18.93290323,17.43935484,17.73060484,11.8,0,24819,0,1
2020,After,2,1,Winter,3,16.81967742,18.07419355,16.55935484,16.50645161,15.79096774,15.80612903,17.64483871,16.73419355,16.74197581,48.8,7,22943,18387,8
2020,After,2,2,Winter,3,19.41517241,19.49482759,18.48551724,19.22344828,18.46517241,18.68793103,19.82,19.5162069,19.13853448,2.72,8,20763,146567,9
2020,After,2,3,Pre-monsoon,1,25.54387097,25.23096774,23.0016129,25.25,24.67870968,24.60032258,25.19677419,25.52258065,24.87810484,56.29,3,18809,0,4
2020,After,2,4,Pre-monsoon,1,28.19366667,27.585,26.19033333,27.87066667,28.74833333,27.56466667,28.09466667,29.188,27.92941667,258.8,0,7463,0,1
2020,After,2,5,Pre-monsoon,1,28.42322581,28.31387097,27.30967742,28.07870968,29.00741935,28.02741935,28.55064516,28.56903226,28.285,520.54,0,7793,0,1
2020,After,2,6,Monsoon,2,28.37733333,28.33733333,27.519,28.30733333,28.95733333,28.73166667,28.44533333,28.51,28.39816667,445.77,0,10412,0,1
2020,After,2,7,Monsoon,2,28.61096774,28.25903226,27.7216129,28.53064516,28.71741935,28.71935484,28.4583871,28.43612903,28.43169355,451.88,2,12927,0,3
2020,After,2,8,Monsoon,2,28.43967742,28.08774194,28.20064516,28.50903226,28.78483871,29.06290323,28.40645161,28.43967742,28.49137097,283.15,0,13590,0,1
2020,After,2,9,Monsoon,2,28.447,28.466,27.69433333,28.38066667,28.206,28.29833333,28.58166667,28.247,28.290125,364.98,0,16021,0,1
2020,After,2,10,Monsoon,2,27.74612903,28.15483871,27.18516129,27.62,27.46935484,27.40193548,28.0216129,27.47129032,27.63379032,393.91,1,19691,0,2
2020,After,2,11,Winter,3,22.74933333,24.23866667,22.89133333,22.516,21.405,21.54633333,23.51666667,22.26,22.64041667,38.04,2,22798,47608,3
2020,After,2,12,Winter,3,18.16774194,19.33548387,17.78,17.96741935,17.16870968,17.60387097,18.89935484,17.83774194,18.09504032,1.99,3,21740,0,4
2021,After,2,1,Winter,3,17.56870968,18.41741935,17.14612903,17.39677419,16.92612903,17.18967742,18.53677419,18.03225806,17.65173387,3.22,2,20607,0,3
2021,After,2,2,Winter,3,20.92321429,20.52107143,19.75821429,20.72464286,20.97071429,20.79678571,21.00535714,21.82107143,20.81513393,0.05,3,18603,0,4
2021,After,2,3,Pre-monsoon,1,27.91322581,26.59064516,24.57290323,27.41548387,28.12096774,26.95322581,27.76258065,29.61032258,27.36741935,28.36,4,20874,73655,5
2021,After,2,4,Pre-monsoon,1,30.67833333,29.042,26.85633333,29.96333333,31.76233333,30.08,30.36866667,32.54166667,30.16158333,89.44,5,15856,0,6
2021,After,2,5,Pre-monsoon,1,29.46387097,29.65548387,27.44870968,28.69419355,30.08419355,28.83387097,30.34580645,30.70193548,29.40350806,360.29,2,18070,106282,3
2021,After,2,6,Monsoon,2,28.253,28.146,27.60066667,28.16833333,28.95533333,28.84033333,28.463,28.471,28.36220833,472.47,7,16096,87552,8
2021,After,2,7,Monsoon,2,28.55419355,28.32483871,28.15741935,28.56290323,28.93322581,29.14483871,28.60290323,28.55612903,28.60455645,412.24,0,12809,0,1
2021,After,2,8,Monsoon,2,28.34096774,27.98419355,27.64548387,28.34483871,28.42645161,28.57677419,28.32612903,28.19032258,28.22939516,401.81,4,15869,0,5
2021,After,2,9,Monsoon,2,27.83333333,28.02133333,28.00766667,27.93566667,27.799,28.15033333,27.89433333,27.509,27.89383333,230.33,4,20548,0,5
2021,After,2,10,Monsoon,2,26.81580645,27.69580645,26.48548387,26.64516129,26.47,26.37903226,27.46032258,26.80129032,26.8441129,213.72,3,26640,6528,4
2021,After,2,11,Winter,3,21.48666667,23.06066667,20.96966667,21.13566667,20.819,20.576,22.63566667,21.775,21.55729167,17.75,2,26535,7297,3
2021,After,2,12,Winter,3,18.64645161,20.41290323,19.03677419,18.61193548,17.78451613,17.98967742,19.41645161,18.34741935,18.78076613,107.68,2,25862,7523,3
2022,After,2,1,Winter,3,17.56354839,18.29,17.17322581,17.6283871,16.48064516,16.80225806,17.98322581,17.0816129,17.3753629,23.91,3,25376,5608,4
2022,After,2,2,Winter,3,18.98678571,19.24785714,17.365,18.60535714,18.54357143,17.955,19.59535714,19.48821429,18.72339286,46.07,2,21620,0,3
2022,After,2,3,Pre-monsoon,1,26.5683871,25.5816129,24.56903226,26.51580645,26.64677419,26.3483871,25.98129032,26.71903226,26.11629032,19.98,3,25720,0,4
2022,After,2,4,Pre-monsoon,1,30.535,28.51333333,26.59033333,29.70533333,32.10133333,28.955,29.51933333,32.37066667,29.78629167,119.02,4,22528,43202,5
2022,After,2,5,Pre-monsoon,1,29.00677419,28.62290323,27.32935484,28.67709677,30.41096774,29.07483871,29.06193548,29.95290323,29.01709677,465.48,4,21548,6742,5
2022,After,2,6,Monsoon,2,27.99433333,27.844,26.94066667,27.83633333,29.70333333,28.49466667,28.36533333,28.75633333,28.241875,438.57,3,29888,34680,4
2022,After,2,7,Monsoon,2,28.40032258,28.38677419,28.08774194,28.47516129,29.80290323,29.02032258,28.56612903,28.56387097,28.66290323,174.3,4,16816,0,5
2022,After,2,8,Monsoon,2,28.56548387,28.28580645,28.39774194,28.61935484,29.05580645,29.10225806,28.42096774,28.41935484,28.60834677,278.33,4,19276,0,5
2022,After,2,9,Monsoon,2,28.01233333,28.165,27.41566667,27.90733333,27.995,27.80066667,28.21333333,27.89866667,27.926,356.8,5,19828,0,6
2022,After,2,10,Monsoon,2,26.27129032,27.35870968,25.80290323,26.08903226,25.73580645,25.74741935,26.7716129,26.07064516,26.23092742,328.12,5,24880,115617,6
2022,After,2,11,Winter,3,22.584,23.98833333,22.20033333,22.35766667,21.40866667,21.82733333,23.10433333,21.895,22.42070833,4.13,4,24860,114883,5
2022,After,2,12,Winter,3,19.34516129,20.11193548,18.59354839,18.93580645,18.26258065,18.42290323,19.89,18.98129032,19.06790323,8.13,6,23072,20754,7
2023,After,2,1,Winter,3,17.99419355,18.55193548,17.32322581,17.81709677,17.59096774,17.44870968,18.46451613,18.4416129,17.95403226,9.47,5,20796,67659,6
2023,After,2,2,Winter,3,22.12857143,21.94428571,19.86678571,21.6925,21.96392857,21.55571429,22.33535714,23.17535714,21.8328125,4.52,1,19136,62316,2
2023,After,2,3,Pre-monsoon,1,26.19451613,25.70806452,23.54096774,25.73354839,26.83322581,25.66709677,26.27870968,27.40612903,25.92028226,130.48,2,21264,55084,3
2023,After,2,4,Pre-monsoon,1,29.33,28.562,26.752,28.801,30.71166667,29.296,29.28166667,30.29,29.12804167,105.52,4,18684,37165,5
2023,After,2,5,Pre-monsoon,1,29.51580645,29.13741935,27.51354839,29.07483871,30.7716129,30.04451613,29.62451613,30.15451613,29.47959677,300.34,4,22796,0,5
2023,After,2,6,Monsoon,2,29.12066667,28.50966667,28.411,29.08466667,31.56433333,30.26833333,29.103,29.74533333,29.475875,453.92,5,19892,0,6
2023,After,2,7,Monsoon,2,29.01967742,28.83,28.6916129,29.02419355,29.78516129,29.5916129,28.96193548,29.16870968,29.1341129,295.17,2,20060,0,3
2023,After,2,8,Monsoon,2,28.64322581,28.15,28.11935484,28.68548387,29.1983871,29.19032258,28.53096774,28.6583871,28.64701613,504.14,6,19892,3963,7
2023,After,2,9,Monsoon,2,28.528,28.45633333,28.54566667,28.55133333,28.64333333,28.83033333,28.44733333,28.24133333,28.53045833,318.92,4,20100,29179,5
2023,After,2,10,Monsoon,2,26.55290323,27.04903226,25.81870968,26.23290323,26.21129032,25.93387097,27.09225806,26.49935484,26.42379032,269.45,4,24176,10644,5
2023,After,2,11,Winter,3,23.051,24.27366667,22.64333333,22.75766667,22.32533333,22.35,23.71466667,22.80333333,22.989875,97.06,5,24332,0,6
2023,After,2,12,Winter,3,19.69451613,20.95387097,19.52193548,19.62774194,18.41225806,19.17,20.18870968,18.81806452,19.5483871,63.88,5,27228,0,6
2024,After,2,1,Winter,3,16.30903226,17.31322581,16.45774194,16.35129032,15.48677419,16.15,17.09612903,16.36354839,16.44096774,27.21,3,,,4
2024,After,2,2,Winter,3,20.75344828,21.15206897,18.94551724,20.44241379,19.94068966,19.77517241,21.21862069,21.51310345,20.46762931,35.97,2,,,3
2024,After,2,3,Pre-monsoon,1,25.34935484,25.11354839,22.84870968,24.81225806,25.06096774,24.24483871,25.45,26.32225806,24.90024194,113.32,3,,,4
2024,After,2,4,Pre-monsoon,1,30.827,29.703,27.31666667,30.039,32.55133333,30.633,30.87133333,33.49933333,30.68008333,62.04,2,,,3
2024,After,2,5,Pre-monsoon,1,29.92032258,29.44419355,28.01419355,29.43612903,31.59967742,30.70290323,29.74870968,30.93419355,29.97504032,449.93,6,,,7
2024,After,2,6,Monsoon,2,29.17133333,28.99333333,28.423,29.06466667,30.796,29.57833333,29.26966667,29.729,29.37816667,528.09,3,,,4
2024,After,2,7,Monsoon,2,29.35516129,28.6083871,29.10580645,29.47,30.10548387,30.2783871,29.08225806,29.18,29.39818548,251,4,,,5
2024,After,2,8,Monsoon,2,28.00741935,27.66580645,27.78290323,28.22935484,28.67354839,28.87709677,28.11193548,28.09322581,28.18016129,435.1,2,,,3
2024,After,2,9,Monsoon,2,28.542,28.60133333,28.83233333,28.80633333,28.61433333,29.375,28.60566667,28.236,28.701625,190.56,3,,,4
